judul_berita;waktu_berita_detail;label
Surat Undangan Pelatihan dan Penerimaan Bantuan Modal Kemendag di Bali;06/02/2024;0
Program Dana Hibah Al-Bayti Mencatut Logo MUI;06/02/2024;0
Akun WhatsApp Mengatasnamakan Pj Bupati Sampang;06/02/2024;0
Akun Facebook Mengatasnamakan Gubernur Sumatra Barat;05/02/2024;0
Batas Waktu Pengurusan STR Seumur Hidup Sebelum 1 Februari 2024;05/02/2024;0
"Video ""Prabowo Subianto-Gibran Rakabuming Raka Nomor Urut 03""";04/02/2024;0
Penawaran Undian dari Bank Papua;03/02/2024;0
Akun WhatsApp Mengatasnamakan Sekretaris Daerah Pekalongan Nur Priyantomo Memberikan Bantuan Donasi;03/02/2024;0
Nomor Telepon Mengatasnamakan Kantor PLN Kota Depok;03/02/2024;0
Sidang DKPP Putuskan Gibran Rakabuming Raka Tidak Sah Ikuti Pemilu 2024;03/02/2024;0
Penggembosan Suara Anies Baswedan di Pondok Pesantren Darullughah Wadda'wah;03/02/2024;0
Anak yang Tidak Divaksin Bebas dari Infeksi Telinga;03/02/2024;0
Video Dokter Terawan Mempromosikan Obat Tekanan Darah Tinggi;03/02/2024;0
Dishub Provinsi DKI Jakarta Cabut Stick Cone Jalur Sepeda untuk Hilangkan Karya Anies Baswedan;03/02/2024;0
Menteri Keuangan Sri Mulyani Resmi Mundur dari Kabinet Era Jokowi;02/02/2024;0
23 Geng Motor Teridentifikasi di Aceh;02/02/2024;0
Presiden Jokowi Tidak Netral, Kampanye Prabowo-Gibran Diboikot;02/02/2024;0
Bandara Nusawiru Mengadakan Give Away Tebus Murah iPhone 14 Pro Max;02/02/2024;0
Akun WhatsApp Mengatasnamakan Kepala Diskominfo Kota Banjar Dede Tito Ismanto;02/02/2024;0
Oman Bantu Indonesia Usut Kecurangan Wasit di Piala Asia 2023;01/02/2024;0
Hubungan Presiden Jokowi dengan Wakil Presiden Ma'ruf Amin Memburuk karena Presiden Jokowi Sibuk Mengurus Relawan Tim Pemenangan Prabowo-Gibran;01/02/2024;0
Pengadaan Barang dan Jasa di Kementerian Pertahanan Diatur oleh Dasco;31/01/2024;0
Akun WhatsApp Mengatasnamakan Setda Kabupaten Mojokerto;31/01/2024;0
8 Guru Ditahan Gajinya dan Dipaksa Memilih Pasangan Calon Nomor Urut 02 dalam Pilpres 2024;31/01/2024;0
Akun Facebook Pj Bupati Barito Utara Muhlis;31/01/2024;0
Akun WhatsApp Mengatasnamakan Pj Bupati Garut Barnas Adjidin;31/01/2024;0
Aksi 100 Ribu Mahasiswa 1 Februari 2024 di Istana Negara dan Gedung MPR RI;30/01/2024;0
Akun WhatsApp Mengatasnamakan Wakil Rektor III UIN Ar-Raniry;30/01/2024;0
Menkopolhukam Mahfud MD Pimpin 15 Menteri untuk Mundur karena Muak dengan Presiden Jokowi;30/01/2024;0
Surat Give Away dari Kepolisian Republik Indonesia;30/01/2024;0
Akun Instagram Mengatasnamakan PT Djarum;30/01/2024;0
Lowongan Kerja Mengatasnamakan Puskesmas Tanjungsari Kabupaten Pacitan;30/01/2024;0
Akun WhatsApp Kapolres Kubu Raya AKBP Wahyu Jati Wibowo;30/01/2024;0
Video Presiden Jokowi Bagi-Bagi Sembako Gratis di Depan Istana dalam Rangka Pemilu 2024;29/01/2024;0
Pemerintah akan Menghentikan Program Beasiswa LPDP;29/01/2024;0
YLKI Bisa Bantu Melunasi Utang Pinjol;29/01/2024;0
Menhan Prabowo Akan Berikan Uang Rp20 Juta kepada Setiap Pemilihnya;29/01/2024;0
Bawaslu Resmi Melarang Tim Prabowo Hadiri Debat Selanjutnya;29/01/2024;0
Perekrutan 100 Guru PPPK Sarjana Penjas untuk SD di Kota Kendari;28/01/2024;0
Akun TikTok Prabowo Bansos Bagikan Uang dengan Persyaratan Umur 30-60 Tahun;28/01/2024;0
Etnis Rohingya yang Datang ke Indonesia Hanya Berakting Sebagai Pengungsi;28/01/2024;0
Keluarga Presiden Jokowi Diasingkan Akibat Mengubah Konstitusi;28/01/2024;0
Seluruh Warga Menolak Kampanye Politik Prabowo-Gibran;27/01/2024;0
Ban Mobil Presiden Jokowi Bocor saat Kunjungan ke Jawa Tengah;27/01/2024;0
Vaksin Covid-19 AstraZeneca di Inggris Hanya untuk Usia 30 Tahun ke Atas;27/01/2024;0
Sulawesi Lenyap Tak Tertolong Akibat Banjir Bandang;27/01/2024;0
Anies Mundur Jadi Capres Usai KPK Menetapkannya Tersangka Korupsi Formula E;27/01/2024;0
Mahfud MD dan Wali Kota Banda Aceh Usir Paksa Pengungsi Rohingya;27/01/2024;0
PT Astra Honda Motor Berbagi Satu Unit Motor dengan Memenangkan Game Tangkap Gambar;26/01/2024;0
Vaksin Sebabkan Lupus pada Anak Belasan Tahun;26/01/2024;0
15 Menteri Mundur pada 19 Januari 2024;26/01/2024;0
Gempa Bermagnitudo 9,7 Mengguncang NTT pada Tanggal 24 Januari 2024;26/01/2024;0
Pemulangan Pengungsi Rohingya ke Negara Asalnya;26/01/2024;0
Klaim Video Kedatangan Pengungsi Rohingya Sebagai Skenario Amerika Serikat dan Israel;26/01/2024;0
APK Konfirmasi E-Tilang (ETLE) Melalui WhatsApp;25/01/2024;0
Kapal Pengungsi Rohingya Tiba di Kota Surabaya;25/01/2024;0
Poster Menkeu Sri Mulyani Berikan Imbauan untuk Mencoblos Pasangan Ganjar-Mahfud;25/01/2024;0
Presiden FIFA Ancam Bubarkan Piala Asia;25/01/2024;0
Surat Tanda Izin Pendaftaran Penyelenggara Inovasi Keuangan Digital Mengatasnamakan OJK;25/01/2024;0
Gempa Bermagnitudo 9,6 Guncang Papua;24/01/2024;0
Mahfud MD dan FBI Berhasil Ungkap Korupsi di Istana Kepresidenan;24/01/2024;0
Tautan Pencairan Beasiswa Kartu Indonesia Pintar;24/01/2024;0
Pemerintah Australia Menyarankan Memanfaatkan Pemberian Vaksin kepada Pasien di Bawah Pengaruh Obat Bius;24/01/2024;0
Rekaman Percakapan Surya Paloh dan Anies Baswedan;23/01/2024;0
Dukungan Istana Terpecah Usai Debat Cawapres Keempat, Prabowo Panik;23/01/2024;0
Telur Berwarna Bening Sebagai Telur Plastik;23/01/2024;0
Beras Plastik di Kabupaten Malinau, Provinsi Kalimantan Utara;23/01/2024;0
Warga Bali Dilarang Jual Babi Guling dan Alkohol;23/01/2024;0
Kemenkes Membahayakan Anak-anak Indonesia dengan Pemberian Vaksin Polio;23/01/2024;0
Video “Oknum Polisi Mendukung Pasangan Calon 03”;23/01/2024;0
Bantuan untuk Gaza Dibuang di Mesir;22/01/2024;0
Lowongan Kerja Mengatasnamakan Puskesmas Kebonsari Tuban;22/01/2024;0
Demo Mahasiswa dan Warga Bandung di Gedung Sate Tuntut Presiden Jokowi Turun;22/01/2024;0
Gelombang Setinggi 10 Meter Terjang Jakarta Pusat pada Awal Januari 2024;20/01/2024;0
Gempa Bumi Guncang Manggarai NTT pada 17 Januari 2024;20/01/2024;0
Laga Ulang Indonesia vs Iraq di Piala Asia 2023;20/01/2024;0
OJK Berikan Bantuan untuk Lunasi Pinjol;20/01/2024;0
Undian Gebyar Bank Nasional Indonesia Tahun 2024;20/01/2024;0
Presiden Jokowi Perintahkan Usir Pengungsi Rohingya;20/01/2024;0
Video Gelombang Air Tinggi Menghantam Kapal Feri;19/01/2024;0
Klaim Gelombang Kedatangan Pengungsi Rohingya untuk Menangkan Calon Tertentu dalam Pemilu 2024;19/01/2024;0
PPATK dan Mahfud MD Temukan Dana Haram Rp500 Triliun di Kantor Presiden Jokowi;19/01/2024;0
MURI Berikan Penghargaan pada Prabowo 3 Kali Kalah Beruntun Sebagai Capres;18/01/2024;0
Data Vaksin Covid-19 Penyebab Peningkatan Penyandang Disabilitas;18/01/2024;0
Penemuan Gudang Kotak Suara Ganda di Kota Makassar untuk Kecurangan Pemilu 2024;18/01/2024;0
Anies Baswedan Bongkar Dana Ilegal Prabowo Subianto Senilai Rp1 Miliar;18/01/2024;0
Video Gunung Tangkuban Perahu Erupsi pada Awal Januari 2024;18/01/2024;0
Video “Jokowi Ketua PKI, Pengukuhan Jokowisem”;17/01/2024;0
Akun WhatsApp Mengatasnamakan Ajudan Wali Kota Madiun;17/01/2024;0
Gibran Rakabuming Raka Ketahuan Menggunakan Otak Panduan saat Debat Cawapres oleh Tretan Muslim dan Coki Pardede;17/01/2024;0
Video Gempa Bumi Disusul Tsunami di Jepang pada 1 Januari 2024;17/01/2024;0
Wabah Pneumonia di Cina adalah Varian Baru Covid-19;17/01/2024;0
"Video ""Suara kami tidak bisa ditukar dengan sembako""";17/01/2024;0
Mahasiswa Tuntut Presiden Jokowi Turun dari Jabatannya;16/01/2024;0
Akun Instagram Prokopim Kabupaten Magetan Tawarkan Give Away Tebus Murah;16/01/2024;0
Mantan Menteri Kesehatan Nila Moeloek Kembangkan Obat Prostatitis;16/01/2024;0
Rekaman Forkopimda Batubara Dukung Capres 02 Pakai Dana Desa;16/01/2024;0
Giveaway Tebus Murah iPhone Melalui Akun Instagram @disnakerbogorkab;15/01/2024;0
KPU Susupkan 52 Juta Pemilih Pemilu 2024 dalam Daftar Pemilih Sementara;15/01/2024;0
Video Penemuan Pasokan Air di Amerika Serikat Terkontaminasi Virus Corona;15/01/2024;0
Surat Peringatan Mengatasnamakan Ditjen Pajak;15/01/2024;0
Akun Facebook Mengatasnamakan Kepala BKPSDM Kota Cirebon;14/01/2024;0
Perubahan Iklim adalah Hasil Konspirasi;14/01/2024;0
Akun WhatsApp dan Facebook Mengatasnamakan Kapolresta Magelang;14/01/2024;0
Menkopolhukam Mahfud MD Meminta Presiden Joko Widodo Dihukum Seumur Hidup;14/01/2024;0
Pemerintah Pusat Minta Kantor UNHCR di Indonesia Ditutup;13/01/2024;0
Dokter yang Tangani Mirna Salihin Ditetapkan sebagai Tersangka;13/01/2024;0
Konsumsi Obat Sebabkan Hepatitis dan AIDS;13/01/2024;0
Surat Pembatalan Usulan Seleksi CPNS Permintaan Penambahan Pegawai di Kemenkumham NTT;13/01/2024;0
Truk Logistik Pemilu Terguling di Semarang Tanpa Pengawalan;12/01/2024;0
UNHCR Komunitas Pencitraan Buatan Amerika Serikat;12/01/2024;0
Vaksin Influenza Mengandung Merkuri, Aluminium, dan Bahan Bahaya Lainnya;12/01/2024;0
Prabowo Subianto Ditangkap dan Terancam Gagal Maju Pilpres;12/01/2024;0
19 Pengungsi Rohingya Ditangkap Polres Bengkulu;12/01/2024;0
Wakil Presiden K.H. Ma'ruf Amin Dukung Ganjar-Mahfud dengan Salam Metal;12/01/2024;0
Akun Medsos Tawarkan Gebyar Undian Bank BJB Syariah;11/01/2024;0
Tiga Anggota KPU Ditangkap karena Terima Suap dari Gibran Rakabuming Raka;11/01/2024;0
Mantan Menteri Kesehatan Nafsiah Mboi Promosi Produk Kesehatan di Media Sosial;11/01/2024;0
Foto Dua Mayat Pencuri Ayam di Kabupaten Batang;11/01/2024;0
UNHCR Sponsori Kedatangan Pengungsi Rohingya ke Indonesia;11/01/2024;0
Hujan Uang dalam Aksi Kampanye Salah Satu Paslon;11/01/2024;0
15 Pantai Wisata Diterjang Gelombang Ombak Mirip Tsunami;10/01/2024;0
Ganjar Pranowo Salat di Gereja Didampingi Pastor;10/01/2024;0
Menkeu Sri Mulyani Mengundurkan Diri;10/01/2024;0
Dua Ibu Kota Terbelah Akibat Gempa Bermagnitudo 10.4;09/01/2024;0
Kopi Saset di Indonesia Mengandung Obat Berbahaya untuk Mengurangi Jumlah Penduduk;09/01/2024;0
Jepang Merilis Bukti Varian Covid-19 Buatan Manusia;09/01/2024;0
Prabowo Subianto Tolak Debat Ketiga;09/01/2024;0
Transfer Uang Mengatasnamakan Gubernur Kepri Ansar Ahmad;09/01/2024;0
Menkeu Sri Mulyani Sebut Indonesia Dimiskinkan karena Belanja Alutsista dan Biaya Kampanye Prabowo-Gibran;09/01/2024;0
Akun WhatsApp Mengatasnamakan Pj. Bupati Penajam Paser Utara;09/01/2024;0
Pelajar SMP Divonis 7 Tahun Penjara karena Kritik Presiden Jokowi;08/01/2024;0
Video Pemalsuan Formulir C1 di Medan Denai saat Pilpres 2019;07/01/2024;0
Surat Lowongan Pekerjaan Mengatasnamakan PT Freeport Indonesia;07/01/2024;0
Nama Anies Baswedan Masuk dalam Daftar Penikmat Uang Hasil Korupsi BTS Kemkominfo;07/01/2024;0
Pengungsi Rohingya Tiba di Pekanbaru Lalu ke Pulau Galang pada Desember 2023;07/01/2024;0
Relawan Gibran Rakabuming Raka Aniaya Relawan Ganjar Pranowo;07/01/2024;0
Poster Mengatasnamakan Dewan Pusat AS dan Dewan Pusat PBB terkait Pengungsi yang Masuk ke Indonesia;06/01/2024;0
Pulau Jawa Terkikis Ombak Ganas;06/01/2024;0
Menkopolhukam Mahfud MD Di-reshuffle;06/01/2024;0
Video Banjir Bandang Sedalam 10 Meter Lumpuhkan Ibu Kota;06/01/2024;0
Pengungsi Rohingya Bakar Gudang di Aceh karena Tidak Diberi Uang;06/01/2024;0
Donald Trump Sebut 70 Juta Pengungsi Rohingya akan Tinggal di Indonesia;05/01/2024;0
Petugas KPU Menyusup sebagai Pendukung Prabowo dan Beri Bocoran Debat Perdana;05/01/2024;0
Delapan Petinggi Polri Berperan untuk Menangkan Prabowo Subianto dan Gibran Rakabuming Raka;05/01/2024;0
Pemerintah Provinsi Kepulauan Riau dan UNHCR Sepakat Pulau Galang Jadi Tempat Pengungsi Rohingya;05/01/2024;0
Pengungsi Rohingya Sengaja Dikirim ke Indonesia untuk Alihkan Isu Palestina;03/01/2024;0
 Ombak Mirip Tsunami Sapu Bersih Tempat Wisata;03/01/2024;0
Akun Instagram Dinas Pariwisata dan Kebudayaan Kabupaten Karawang Tawarkan Giveaway;03/01/2024;0
RSUD Sumedang Runtuh Akibat Gempa Bumi;03/01/2024;0
Video Jalan Cadas Pangeran Longsor;03/01/2024;0
Akun Palsu Mengatasnamakan Menlu Retno Lestari Priansari Marsudi;02/01/2024;0
Video Pengungsi Rohingya Masuk ke Pantai Kenjeran, Kota Surabaya;02/01/2024;0
Video Demo Pengungsi Rohingya di Makassar;02/01/2024;0
Menlu Retno Marsudi Bersuara di Forum PBB agar Pengungsi Rohingya Dipulangkan;02/01/2024;0
Korban Cedera Akibat Gempa Sumedang di RSUD Sumedang;02/01/2024;0
Laman Pendaftaran BBM dan BLT Senilai Rp750 Ribu di Facebook;02/01/2024;0
Pj. Gubernur Jateng di Barisan TKN Prabowo - Gibran;02/01/2024;0
Akun WhatsApp Mengatasnamakan Pj. Bupati Bogor;02/01/2024;0
Pengungsi Rohingya Rusak Rusun Jemundo di Sidoarjo;02/01/2024;0
Pengungsi Rohingya Terdampar di Mandalika;01/01/2024;0
KPU Mengubah Format Debat Capres-Cawapres 2024 Menjadi tanpa Penonton;01/01/2024;0
Menkopolhukam Mahfud MD akan Kembalikan Pengungsi Rohingya ke Myanmar;01/01/2024;0
Foto Presiden Jokowi Sedang Membagikan Buku dengan Sampul Prabowo Subianto dan Gibran Rakabuming Raka;01/01/2024;0
Surat Rekomendasi Mengatasnamakan Dinas ESDM Jawa Barat;31/12/2023;0
Video Nelayan di Surabaya Hadang Kapal Pengungsi Rohingya;31/12/2023;0
Kapal Feri Berisikan Pengungsi Rohingya sedang Menuju Indonesia;31/12/2023;0
Front Pembela Islam (FPI) Razia Karyawan Toko yang Dipaksa Gunakan Atribut Natal;31/12/2023;0
Jessica Kumala Wongso Dapat Remisi dari Presiden Jokowi dan Bebas 5 Januari 2024;30/12/2023;0
 KPU Akui Persiapkan Debat dan Alat Khusus untuk Gibran;30/12/2023;0
Komisi Pemberantasan Korupsi (KPK) Grebek Kediaman Calon Wakil Presiden (Cawapres) Nomor Urut 2 Tepat Hari Ini;30/12/2023;0
PT Yamaha Motor Indonesia Bagi-bagi Motor Aerox di TikTok;29/12/2023;0
Video “Waena Mulai Diserang”;29/12/2023;0
Gibran Rakabuming Raka Menyontek Prompter di Debat Cawapres;29/12/2023;0
Indonesia Diam-diam Luncurkan Kapal Induk di Akhir Tahun 2023;29/12/2023;0
Email Undangan Seleksi Kerja PT Kao Indonesia;28/12/2023;0
Polisi Temukan Gudang Penyimpanan Ijazah Palsu Gibran;28/12/2023;0
Mahfud MD Laporkan Gibran Rakabuming Raka ke KPU;28/12/2023;0
Mendag Zulkifli Hasan Ditangkap karena Penistaan Agama;28/12/2023;0
Surat Validasi Data Aset BMN oleh KPKNL Metro;28/12/2023;0
Pemerintah Cairkan BSU Tahun 2023;27/12/2023;0
Video Erupsi Gunung Tangkuban Perahu pada 7 Desember 2023;27/12/2023;0
Ombak Tsunami Setinggi 10 Meter Hancurkan Tempat Wisata;27/12/2023;0
Rektor UGM Mengeluarkan Gielbran Muhammad Noor atas Aksi Mengkritik Presiden Jokowi;26/12/2023;0
Gempa Magnitudo 9,8 SR Guncang Indonesia Bagian Barat;26/12/2023;0
Pemkot Malang Luncurkan Enam Motor Tambal Ban Online;26/12/2023;0
 237 Orang Tewas Tertimbun Tanah Longsor;26/12/2023;0
Giveaway Mengatasnamakan Bank Indonesia dan Polda Metro Jaya;26/12/2023;0
Akun Penipuan yang Mengatasnamakan Ganjar Pranowo di TikTok;24/12/2023;0
Gibran Menggunakan 3 Mic pada Debat Cawapres, Berbeda dengan Dua Calon Lain;24/12/2023;0
Mendag Zulkifli Hasan Dituntut Mundur oleh Habib Rizieq;24/12/2023;0
Link Pendaftaran BLT El Nino Rp400 Ribu;22/11/2023;0
Gunung Merapi Meletus Kubur 12 Desa dengan Abu Vulkanik;23/12/2023;0
Bahaya Penyakit yang Diderita Menhan Prabowo Diungkap Ahli Psikologi;23/12/2023;0
Hakim Binsar Gultom Dijemput Paksa Aparat;23/12/2023;0
Akun Facebook Pj. Wali Kota Pekanbaru Muflihun, S.STP., M.AP.;23/12/2023;0
Video Gabungan Mahasiswa Jawa Tengah dan Daerah Istimewah Yogyakarta Demo Merusak Kantor Gibran Rakabuming Raka;23/12/2023;0
Presiden Joko Widodo Nyatakan Mengundurkan Diri dari Jabatannya Berkaitan dengan Pilpres 2024;23/12/2023;0
Menhan Prabowo Subianto Tidak Hafal Pancasila;22/12/2023;0
Akun WhatsApp Pj. Wali Kota Jayapura Frans Pekey;22/12/2023;0
Menhan Prabowo Menyesal Pernah Didukung Umat Islam;22/12/2023;0
Mikrofon Nirkabel Dapat Mengakibatkan Kematian Mendadak;21/12/2023;0
Akun WhatsApp Kepala Kejaksaan Negeri Malinau;21/12/2023;0
Video Brokoli Buatan yang Diproduksi di Laboratorium Bill Gates;21/12/2023;0
Pengungsi Rohingya Berpotensi Tambah Pemilih pada Pemilu 2024;21/12/2023;0
Menteri Luar Negeri Retno Marsudi Tegas Usir Rohingya;20/12/2023;0
Pneumonia Virus Baru yang Lebih Berbahaya dari Covid-19;20/12/2023;0
Tangkapan Layar Percakapan Tito dengan Kementerian Dalam Negeri;20/12/2023;0
KPU Coret Gibran Rakabuming Raka karena Gestur Provokasi pada Debat Pertama Pilpres 2024;20/12/2023;0
KPU Benarkan Bahwa Gibran Rakabuming Raka Beli Ijazah Palsu di Australia;20/12/2023;0
Jessica Wongso Resmi Divonis Bebas 9 Desember 2023;19/12/2023;0
Surat Edaran Kemenkes RI tentang Kewajiban Penggunaan Masker Kembali;18/12/2023;0
1000 Unit Kendaraan Polantas yang Dilengkapi ETLE Dikerahkan untuk Melaksanakan Tugas Tilang hingga ke Jalan Kecil;18/12/2023;0
Pesan Mengatasnamakan Profesor Suparman Usman Ajak Masyarakat Boikot Google dan YouTube;17/12/2023;0
Anies Baswedan Pernah Larang Ucapkan Selamat Natal saat Menjabat Gubernur DKI Jakarta;17/12/2023;0
Krishna Murti Mengaku Bahwa Pembunuh Mirna Salihin Bukan Jessica Wongso;17/12/2023;0
Anies Baswedan akan Bubarkan BUMN jika Terpilih Menjadi Presiden;17/12/2023;0
Satu WNA Cina Punya Tiga KTP dan NPWP untuk Persiapan Pemilu 2023;15/12/2023;0
Prabowo Tolak Bersalaman dengan Anies saat Debat Capres;15/12/2023;0
"Warga Solo Teriaki Prabowo ""Anies Presiden""";15/12/2023;0
Akun WhatsApp Pj. Wali Kota Palangka Raya Dr. Hera Nugrahayu, M.Si;15/12/2023;0
"Debat Calon Wakil Presiden Dihapus ""KPU Rasa Paman MK""";15/12/2023;0
Tanaman Bionik Baru Mengandung Nanopartikel;15/12/2023;0
Megawati Sebut Jokowi Bagian dari PKI;15/12/2023;0
Posisi Gibran Sebagai Cawapres Secara Sah Telah Diganti;14/12/2023;0
Vaksin Demam Berdarah Dengue Berbahaya;14/12/2023;0
Kimia Farma Naikkan Harga Obat hingga Rp20 Miliar;13/12/2023;0
Temuan KK Manipulatif Berisi 1355 Orang Jelang Pemilu 2024;13/12/2023;0
Bencana Puting Beliung Sapu Bersih Wilayah DKI Jakarta;13/12/2023;0
Gambar Ganjar dan Mahfud Sedang di Rumah Sakit Jiwa;13/12/2023;0
Akun Instagram PT Air Minum Intan Banjar Tawarkan Giveaway Tebus Murah;13/12/2023;0
Paslon Prabowo-Gibran Bubar;13/12/2023;0
Debat Istri Capres-Cawapres pada Debat Pilpres 2024;12/12/2023;0
Warga Solo Ancam Demo Besar-Besaran ke Gibran Rakabuming Raka;12/12/2023;0
Artikel “BREAKING NEWS: Jokowi Kunjungi NTT, Begini Jadwal Kunker RI I dan RI 3 Berkunjung di Tiga Daerah”;12/12/2023;0
Surat Validasi Data Seleksi CASN Tahun Anggaran 2023;12/12/2023;0
Akun WhatsApp Mengatasnamakan Pj. Bupati Minahasa Tenggara;12/12/2023;0
Akun Palsu Mengatasnamakan UNHCR;11/12/2023;0
Gibran Rakabuming Raka Babak Belur Diamuk Warga Solo;11/12/2023;0
Inpres Nomor 2 Tahun 2023 Merupakan Gaya Komunis Baru;11/12/2023;0
Gedung KPU Banjir Darah, Ribuan Mahasiswa Desak KPU Tolak Gibran Jadi Cawapres;10/12/2023;0
Megawati Soekarnoputri Menyerahkan Tumpeng ke Presiden Joko Widodo sebagai Tanda Bersatu Dukung Ganjar Pranowo;10/12/2023;0
"Video ""Surabaya Macet Total, Aksi Melawan Politik Dinasti""";10/12/2023;0
Jessica Wongso Dibebaskan oleh Mantan Wakapolri;09/12/2023;0
Penampakan Lahar Panas di Gunung Marapi;09/12/2023;0
Gunung Tangkuban Perahu Erupsi pada 7 Desember 2023;09/12/2023;0
Video Tentang Uang Suap dari Komunis Cina untuk Kecurangan Pemilu 2024;09/12/2023;0
Akun Instagram Mengatasnamakan Wali Kota Surakarta Gibran Rakabuming;08/12/2023;0
Video Sri Mulyani Buat Prabowo Subianto Ketakutan;08/12/2023;0
Presiden Jokowi Usir Megawati dari Istana Negara;08/12/2023;0
Video Letusan Gunung Marapi;08/12/2023;0
Ribuan Akun Palsu Asal Cina Ingin Kacaukan Pemilu 2024;08/12/2023;0
Ajakan Boikot Produk Unilever oleh MUI;07/12/2023;0
Presiden Joko Widodo Umumkan Gibran Rakabuming Raka Gagal Jadi Cawapres dan Akui Suap Ketua MK Rp500 Miliar;07/12/2023;0
Tips Melunakkan Daging dengan Obat Sakit Kepala;07/12/2023;0
Aset Hary Tanoesoedibjo Disita Terkait Kasus Korupsi Satelit di Kementerian Pertahanan;06/12/2023;0
Akun Instagram RSUD Syamsudin S.H. Tawarkan Give Away Tebus Murah;06/12/2023;0
825 TKA Cina Operator Kereta Cepat Jakarta-Bandung Ikut Pemilihan Umum Presiden 2024;06/12/2023;0
Foto Harimau Lepas di Budi Indah Kota Bandung;06/12/2023;0
 Link Pendaftaran Undian Berhadiah Bank Bengkulu;06/12/2023;0
Soimah Bagikan Uang dengan Cara Tebak Nama Kota di Facebook;06/12/2023;0
KPU-MK Sepakat Coret Gibran Rakabuming Raka dari Daftar Cawapres;06/12/2023;0
Informasi Pendaftaran Gebyar Hadiah Bank Bengkulu;05/12/2023;0
Pesan WhatsApp Aplikasi PPS Pemilu 2024;05/12/2023;0
Akun WhatsApp Mengatasnamakan Kadishubkominfo Kabupaten Tasikmalaya;05/12/2023;0
Jusuf Hamka Berbagi Hadiah Melalui Akun Facebook dengan Berbagai Bentuk Syarat;05/12/2023;0
"Artikel ""Presiden Israel: Bila Terus Ikut Campur, Kami Berjanji akan Buat Indonesia seperti Palestina”";05/12/2023;0
Pengumuman Hasil PPPK Guru Kelas di Kabupaten Pandeglang;04/12/2023;0
Bansos Rp150 Juta untuk Pekerja Migran Indonesia;04/12/2023;0
Penipuan Mengatasnamakan Pj. Bupati Kayong Utara;04/12/2023;0
Surat Edaran Pendataan Gas 3 Kg Mengatasnamakan PT Pertamina (Persero) di Bogor;04/12/2023;0
Video Harimau Berkeliaran di Desa Rang Perang Laok, Madura;03/12/2023;0
Nyamuk Wolbachia Tularkan Radang Otak Japanese Encephalitis;03/12/2023;0
Menhan Prabowo Subianto Terbukti Suap Mahkamah Konstitusi dan Komisi Pemilihan Umum untuk Menangi Pilpres 2024;03/12/2023;0
Le Minerale Produk Asing Terafiliasi dengan Israel;02/12/2023;0
Warga Jawa Timur Usir Mahfud MD dan Puan Maharani;02/12/2023;0
Komisi Pemilihan Umum Meniadakan Debat Capres dan Cawapres pada Pemilihan Umum Tahun 2024;02/12/2023;0
Makanan dan Produk Indonesia Diboikot Israel dan Amerika;02/12/2023;0
Informasi Pemadaman Listrik 18 Jam Sehari di Bogor dan Sukabumi;01/12/2023;0
Menteri Pertahanan Prabowo Subianto Dinonaktifkan;01/12/2023;0
Teknologi Nyamuk Wolbachia Dikendalikan sebagai Senjata Pembunuh Manusia;01/12/2023;0
Menelan Pasta Gigi Fluoride Sebabkan IQ Rendah dan Gigi Kuning;30/11/2023;0
Walikota Surakarta Gibran Lakukan Money Politics di Acara Jalan Sehat di Makassar;30/11/2023;0
Menhan Prabowo Subianto Melakukan Suap kepada Hakim MK untuk Menjatuhkan Gibran Rakabuming Raka;30/11/2023;0
Pernyataan Presiden FIFA Kecewa Lapangan JIS Kebanjiran;30/11/2023;0
Presiden Jokowi Panggil Kemendikbudristek Buntut Tudingan Ijazah Palsu Gibran Rakabuming Raka;30/11/2023;0
Nyamuk Wolbachia Tularkan Penyakit Kaki Gajah;30/11/2023;0
Walikota Surakarta Gibran Rakabuming Raka Minta Maaf di Depan Media dan Mengaku Hanya Lulusan SMK;30/11/2023;0
Walikota Surakarta Gibran Minta Debat Capres Ditiadakan;30/11/2023;0
Menhan Prabowo Tebar Ancaman jika Batal Jadi Presiden 2024;29/11/2023;0
Kondisi Walikota Surakarta Gibran Kritis karena Sumpah dan Kutukan Megawati;29/11/2023;0
Kondisi Terakhir Kesehatan Anwar Usman;29/11/2023;0
Kopi Indocafe Coffeemix Mengandung Serbuk Narkoba;29/11/2023;0
Acara Pengajian yang Diadakan Menhan Prabowo Subianto Justru Mendoakan Anies Baswedan;29/11/2023;0
Konten TikTok Klaim Dana Judi Online Mengalir dari Kamboja untuk Kampanye Pemenangan PS08;28/11/2023;0
Presiden Jokowi Bertemu CEO TikTok Untuk Kondisikan Algoritma Prabowo-Gibran;28/11/2023;0
Dana Judi Online Mengalir dari Kamboja untuk Kampanye Pemenangan PS08;28/11/2023;0
Surat Penyaluran Bantuan oleh Dinas Pangan Provinsi Aceh;28/11/2023;0
Lowongan Kerja di Puskesmas Kersana Kabupaten Brebes;28/11/2023;0
Proposal Sumbangan Pembangunan Masjid Pekalongan Senilai Rp12 Miliar;28/11/2023;0
Tes Fisik Online Rekrutmen Karyawan PT KAI;28/11/2023;0
Buku Elektronik Mengenai Dinasti Politik Keluarga Presiden Jokowi;27/11/2023;0
Menkopolhukam Mahfud MD Mengamuk di Istana Negara;27/11/2023;0
